LeadID,CreatedAt,UpdatedAt,FirstContactAt,ConvertedAt,Phone,Country,Region,City,PreferredLanguage,CourseID,CourseNameRaw,ManagerID,LeadStatus,LeadStage,LeadTemperature,LeadScore,Source,Medium,Campaign,Content,Term,LandingPage,DeviceType,ReferrerDomain,FirstTouchSource,LastTouchSource,ExpectedCoursePrice,ExpectedCurrency,DiscountRequested,IsDuplicateCandidate,FullName_en,ManagerNameRaw_en,Email_en
LEAD0048237,2025-05-12 20:55:54,2025-07-12 06:58:57,2025-05-12 21:58:57,,+380284159701,Ukraine,Kyiv Oblast,Kyiv,UNKNOWN,CRS0012,QA,MGR0001,IN PROGRESS,Получил материалы,COLD,29,telegram,broadcast,ai_course_v1,ad_15,nan,/ua/qa,DESKTOP,t.me,telegram,telegram,33430.0,UAH,True,True,Sara Ernst,Ivan M.,sara.ernst2342@ukr.net
LEAD0048238,2025-05-12 21:53:13,2025-06-12 19:21:10,2025-06-12 00:21:10,,+49810850261,Germany,Hamburg Region,,DE,CRS0005,Fronted-end - online,MGR0007,LOST,Закрыто и не реализовано (передумал),COLD,22,facebook,cpc,Search - Курс Data Analytics - Ukraine,ad_16,kw_37,/ua/frontend,MOBILE,facebook.com,meta,meta,28540.0,EUR,True,True,Mark Orlik,Orest K.,mark.orlik4644@gmail.com
LEAD0048239,2025-05-12 22:10:16,2025-07-12 06:40:08,2025-06-12 02:40:08,,+380767834516,Ukraine,Dnipro Oblast,Dnipro,RU,CRS0014,AI Automation Bundle,MGR0007,IN PROGRESS,"ЯЩ (я еще горячий, но уже остываю)",COLD,35,facebook,cpc,Search - Курс Web Design - Ukraine,ad_17,kw_38,/ua/ai-automation,MOBILE,facebook.com,meta,direct,22870.0,UAH,True,True,Іvan Gavrish,Orest K.,іvan.gavrish1761@outlook.com
LEAD0048240,2025-05-12 22:12:56,2025-12-17 01:21:47,2025-06-12 14:21:32,2025-12-16 00:21:47,+380390824217,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0008,IT Start (Free),MGR0006,WON,Успешно реализовано,HOT,60,email,email,pmax_ua,ad_18,nan,/ua/start,MOBILE,nan,email,email,0.0,UAH,True,True,Vera Łacina,John Z.,vera.łacina5253@outlook.com
LEAD0048241,2025-05-12 22:18:27,2025-07-12 08:39:50,2025-06-12 01:39:50,,+380156269535,Ukraine,Lviv Oblast,Lviv,RU,CRS0003,DevOps,MGR0004,LOST,Закрыто и не реализовано (не актуально),COLD,23,google,cpc,Leads_DataAnalytics-Start_UA_May25,ad_1,kw_0,/ua/devops,MOBILE,google.com,google,google,48800.0,UAH,True,True,Evsej Konoplenko,Vasyl F.,evsej.konoplenko3045@gmail.com
LEAD0048242,2025-05-12 22:28:39,2025-08-12 00:00:00,2025-06-12 05:13:17,,+7709341549,Kazakhstan,Astana Region,,KK,CRS0002,Data Analytics,MGR0003,LOST,Закрыто и не реализовано (перестал брать трубку),WARM,19,email,email,ai_0526,ad_2,nan,/ua/data-analytics,DESKTOP,nan,email,email,38190.0,USD,True,True,Iraklij Sitnikov,Oksana B.,iraklij.sitnikov678@gmail.com
LEAD0048243,2025-05-12 22:43:50,2025-07-12 11:01:12,2025-06-12 02:01:12,,+380725173424,Ukraine,Dnipro Oblast,Dnipro,RU,CRS0017,QA Engineer,MGR0007,LOST,Закрыто и не реализовано (недозвон),HOT,50,instagram,cpc,Search- Курс AI - RU,ad_3,kw_2,/ua/qa,MOBILE,instagram.com,instagram,instagram,28240.0,UAH,True,True,Sylwia Dubas,Ores Tk.,sylwia.dubas2602@icloud.com
LEAD0048244,2025-05-12 23:06:21,2025-12-06 00:00:00,2025-05-12 23:48:26,,+380482911204,Ukraine,Odesa Oblast,Odessa,RU,CRS0005,Front-End,MGR0004,LOST,Закрыто и не реализовано (нет нужного курса),HOT,48,chatgpt.com,referral,search - Курс data analytics - eu,ad_4,nan,/ua/frontend,MOBILE,chatgpt.com,chatgpt.com,email,27190.0,UAH,True,True,Barbara Veselova,Vasyl F.,barbara.veselova3780@outlook.com
LEAD0048245,2025-12-05 00:00:00,2025-08-12 19:51:56,2025-06-12 06:51:56,,+48384653791,Poland,Wroclaw Region,Wroclaw,UA,CRS0004,Excel,MGR0003,LOST,Закрыто и не реализовано (не актуально),HOT,80,organic,organic,,nan,nan,/ua/excel,MOBILE,google.com,organic,organic,8170.0,PLN,True,True,Julian Banak,Oksana B.,julian.banak5697@icloud.com
LEAD0048246,2025-06-12 01:27:22,2025-12-14 08:20:48,2025-06-12 03:16:34,2025-12-13 22:20:48,+380676495040,Ukraine,unknown,Lviv,RU,CRS0008,IT Start (Free),MGR0004,WON,Успешно реализовано,HOT,62,organic,organic,,nan,nan,/ua/start,MOBILE,google.com,organic,organic,0.0,UAH,True,True,Olga Samojlov,Vasyl F.,olga.samojlov3649@icloud.com
LEAD0048247,2025-06-12 03:04:08,2025-07-12 17:04:08,,,+7447480557,Kazakhstan,Almaty Region,Almaty,KK,CRS0017,QA Engineer,MGR0007,LOST,Закрыто и не реализовано,COLD,40,google,cpc,da_free_course_v2,ad_7,kw_6,/ua/qa,DESKTOP,google.com,google,google,26670.0,USD,True,True,Evlampij Davydov,Orest K.,evlampij.davydov3602@ukr.net
LEAD0048248,2025-06-12 00:00:00,2025-08-12 00:16:12,2025-06-12 15:16:12,,+380473558136,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0003,DevOps,MGR0003,LOST,Закрыто и не реализовано (не актуально),WARM,48,google,cpc,pmax_1_1_ua,ad_8,kw_7,/ua/devops,MOBILE,google.com,google,Google,48050.0,UAH,True,True,Bianka Evdokimov,Oksana B.,bianka.evdokimov1508@ukr.net
LEAD0048249,2025-06-12 04:16:52,2025-12-29 12:23:36,2025-06-12 07:28:39,2025-12-26 23:23:36,+48709668917,Poland,Krakow Region,Krakow,PL,CRS0011,QA Automation,MGR0004,WON,Успешно реализовано,WARM,67,google,cpc,?,ad_9,kw_8,/ua/qa,TABLET,google.com,google,google,26100.0,PLN,True,True,Polikarp Demidenko,Vasyl F.,polikarp.demidenko1617@outlook.com
LEAD0048250,2025-06-12 04:25:21,2025-09-12 08:05:42,2025-06-12 17:05:42,,+380742944143,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0012,QA,MGR0006,LOST,Закрыто и не реализовано (спам),WARM,66,google,cpc,search_kursy_ua,ad_10,kw_9,/ua/qa,DESKTOP,google.com,google,google,31640.0,UAH,True,True,Gedeon Zastawny,John Z.,gedeon.zastawny6493@yahoo.com
LEAD0048251,2025-06-12 05:22:50,2025-08-12 13:15:08,2025-06-12 08:15:08,,+49725635599,Germany,Berlin Region,Berlin,DE,CRS0005,Front-End,MGR0007,LOST,Закрыто и не реализовано (наберет сам если решит),COLD,37,facebook,cpc,pmax_1_1_ua,ad_11,kw_10,/ua/frontend,DESKTOP,facebook.com,meta,meta,29760.0,EUR,True,True,Bartek Szczypek,Orest K.,bartek.szczypek1293@yahoo.com
LEAD0048252,2025-06-12 05:27:14,2025-08-12 15:59:21,2025-06-12 06:59:21,,+380214417409,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0011,QA Automation,MGR0004,LOST,Закрыто и не реализовано (неправильный номер),COLD,55,telegram,broadcast,ai-web-v2,ad_12,nan,/ua/qa,DESKTOP,t.me,telegram,perplexity,28920.0,UAH,True,True,Іgor Solis,Vasyl F.,іgor.solis5888@ukr.net
LEAD0048253,2025-06-12 05:32:38,2025-08-12 21:26:16,2025-06-12 09:26:16,,+380195692219,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0005,Front-End,MGR0007,LOST,Закрыто и не реализовано (спам),COLD,19,facebook,cpc,ai_0526,ad_13,kw_12,/ua/frontend,MOBILE,facebook.com,meta,meta,30000.0,UAH,True,True,Jamie Giedrojć,Orest K.,jamie.giedrojć9674@ukr.net
LEAD0048254,2025-06-12 06:13:26,2025-09-12 07:49:24,2025-06-12 19:49:24,,+380535425721,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0014,AI Automation Bundle,MGR0003,IN PROGRESS,Заявка,COLD,23,direct,notset,,nan,nan,/ua/ai-automation,DESKTOP,nan,direct,Direct,21280.0,UAH,True,True,Lidia Phelps,Oksana B.,lidia.phelps5439@ukr.net
LEAD0048255,2025-06-12 06:16:30,2025-08-12 03:49:45,2025-06-12 06:49:45,,+380349235464,Ukraine,Lviv Oblast,Lviv,UA,CRS0012,QA-тестирование - online,MGR0003,LOST,Закрыто и не реализовано (недозвон),HOT,75,facebook,cpc,ai_web_v1,ad_15,kw_14,/ua/qa,MOBILE,facebook.com,meta,meta,31110.0,UAH,True,True,Martyn Cichowlas,Oksana B.,martyn.cichowlas9922@outlook.com
LEAD0048256,2025-06-12 06:24:34,2025-07-12 11:06:17,2025-06-12 13:06:17,,+1801462017,United States,Chicago Region,Chicago,EN,CRS0017,QA Engineer,MGR0004,LOST,Закрыто и не реализовано (нет нужного курса),WARM,47,google,cpc,All,ad_16,kw_15,/ua/qa,MOBILE,google.com,google,google,28410.0,USD,True,True,Kuz'Ma Vloh,Vasyl F.,kuz'ma.vloh1945@gmail.com
LEAD0048257,2025-06-12 06:56:12,2025-07-12 15:34:06,2025-06-12 07:34:06,,+49013634950,Germany,Hamburg Region,Hamburg,DE,CRS0001, AI Automation  ,MGR0004,IN PROGRESS,Заявка,WARM,40,facebook,cpc,da_180526,ad_17,kw_16,/ua/ai-automation,DESKTOP,facebook.com,meta,meta,37680.0,EUR,True,True,Sofija Barron,Vasyl F.,sofija.barron5455@outlook.com
LEAD0048258,,2025-07-12 03:46:31,2025-06-12 10:46:31,,+380077506895,Ukraine,Odesa Oblast,Odessa,RU,CRS0011,QA Automation,MGR0007,IN PROGRESS,Принимает решение,COLD,25,facebook,cpc,ai_web_v1,ad_18,kw_17,/ua/qa,MOBILE,facebook.com,meta,meta,27820.0,UAH,True,True,Karol Cich,Orest K.,karol.cich7347@gmail.com.
LEAD0048259,2025-06-12 07:28:50,2025-08-12 17:11:56,2025-06-12 09:11:56,,+380425773908,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0015,Data Analytics (Free Intro),MGR0007,LOST,Закрыто и не реализовано,COLD,37,facebook,cpc,pmax_bezkoshtovnij_kurs_z_data_analitiki_ua,ad_1,kw_18,/ua/data-analytics,DESKTOP,facebook.com,meta,meta,0.0,UAH,True,True,Zinovij Cunningham,Orest K.,zinovij.cunningham5834@ukr.net
LEAD0048260,2025-06-12 08:32:09,2025-12-16 18:06:43,2025-06-12 17:47:47,2025-12-16 11:06:43,+49004583736,Germany,Berlin Region,Berlin,EN,CRS0015,Data Analytics (Free Intro),MGR0003,WON,Успешно реализовано,HOT,50,organic,organic,,nan,nan,/ua/data-analytics,MOBILE,google.com,organic,organic,0.0,EUR,True,True,Wiktor Nikitina,Oksana B.,wiktor.nikitina9111@yahoo.com
LEAD0048261,2025-06-12 08:45:05,2025-06-12 23:26:59,2025-06-12 09:26:59,,+380651653299,Ukraine,Vinnytsia Oblast,,RU,CRS0014,AI Automation Bundle,MGR0003,LOST,Закрыто и не реализовано (передумал),COLD,61,google,cpc,search_kursy_ua,ad_3,kw_20,/ua/ai-automation,MOBILE,google.com,google,linkedin,19880.0,UAH,True,True,David Nyc,Oksana B.,david.nyc6372@icloud.com
LEAD0048262,2025-06-12 09:36:08,2025-12-31 21:59:09,2025-06-12 12:31:21,2025-12-29 20:59:09,+380284819977,Ukraine,Kyiv Oblast,Kyiv,UA,CRS0015,Data Analytics (Free Intro),MGR0004,WON,Успешно реализовано,WARM,52,google,cpc,TEST_1,ad_4,kw_21,/ua/data-analytics,MOBILE,google.com,google,google,0.0,UAH,True,True,Olgierd Piegza,Vasyl F.,olgierd.piegza4206@gmail.com
LEAD0048263,2025-06-12 09:38:04,2025-08-12 09:09:29,2025-06-12 16:09:29,,+380728066456,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0003,DevOps,MGR0003,LOST,Закрыто и не реализовано (наберет сам если решит),COLD,15,facebook,cpc,ai_course_v1,ad_5,kw_22,/ua/devops,MOBILE,facebook.com,meta,meta,49650.0,UAH,True,True,Krystyna Hoffman,Oksana B.,krystyna.hoffman2705@outlook.com
LEAD0048264,2025-06-12 09:57:04,2025-09-12 01:57:04,,,+7627680850,Kazakhstan,Almaty Region,Almaty,RU,CRS0015,Data Analytics (Free Intro),MGR0006,LOST,Закрыто и не реализовано (не актуально),COLD,21,linkedin,social,pmax_ua,ad_6,nan,/ua/data-analytics,MOBILE,linkedin.com,linkedin,linkedin,0.0,USD,True,True,Panas Karol,John Z.,panas.karol2707@gmail.com
LEAD0048265,2025-06-12 10:11:30,2025-08-12 20:57:25,2025-06-12 10:57:25,,+380057815945,Ukraine,Dnipro Oblast,Dnipro,RU,CRS0011,QA Automation,MGR0003,LOST,Закрыто и не реализовано (спам),WARM,55,organic,organic,,nan,nan,/ua/qa,DESKTOP,google.com,organic,linkedin,29290.0,UAH,True,True,Jacqueline Bracha,Oksana B.,jacqueline.bracha543@yahoo.com
LEAD0048266,2025-06-12 10:34:20,2025-09-12 10:47:51,2025-06-12 19:47:51,,+7109704352,Kazakhstan,Almaty Region,,RU,CRS0007,FullStack Python - online,MGR0003,LOST,Закрыто и не реализовано (наберет сам если решит),HOT,77,facebook,cpc,search - qa - eu,ad_8,kw_25,/ua/fullstack,DESKTOP,facebook.com,meta,meta,41230.0,USD,True,True,Ruslan Mikusek,Oksana B.,ruslan.mikusek2875@yahoo.com
LEAD0048267,2025-06-12 11:35:00,2025-12-22 16:12:27,2025-06-12 13:42:27,2025-12-19 23:12:27,+380326369045,Ukraine,Kyiv Oblast,Kyiv,UA,CRS0016,Python Developer,MGR0004,WON,Успешно реализовано,WARM,61,telegram,broadcast,da_free_course_v1,ad_9,nan,/ua/python,MOBILE,t.me,telegram,telegram,29170.0,UAH,True,True,Deborah Chubaj,Vasyl F.,deborah.chubaj19@icloud.com
LEAD0048268,2025-06-12 12:27:28,2025-08-12 00:27:28,,,+380548240433,Ukraine,Lviv Oblast,Lviv,RU,CRS0016,Python Developer,MGR0004,IN PROGRESS,Принимает решение,HOT,60,facebook,cpc,quiz_270125,ad_10,kw_27,/ua/python,DESKTOP,facebook.com,meta,meta,28850.0,UAH,True,True,Konrad Chumachenko,Vasyl F.,konrad.chumachenko4347@ukr.net
LEAD0048269,2025-06-12 12:51:43,2025-06-12 17:47:34,2025-06-12 15:47:34,,+380349064183,Ukraine,Lviv Oblast,Lviv,UA,CRS0014,AI Automation Bundle,MGR0003,LOST,Закрыто и не реализовано (неправильный номер),HOT,73,direct,notset,,nan,nan,/ua/ai-automation,MOBILE,nan,direct,direct,22940.0,UAH,True,True,Gavrilo Lizurej,Oksana B.,gavrilo.lizurej5077@gmail.com
LEAD0048270,2025-06-12 13:03:51,2025-08-12 09:52:19,2025-06-12 18:52:19,,+48165617031,Poland,Gdansk Region,Gdansk,UA,CRS0015,free-data-analytics,MGR0003,LOST,Закрыто и не реализовано (недозвон),COLD,18,facebook,cpc,Leads_DataAnalytics-Start_UA_May25,ad_12,kw_29,/ua/data-analytics,DESKTOP,facebook.com,meta,direct,0.0,PLN,True,True,Sandra Paśnik,Oksana B.,sandra.paśnik4074@yahoo.com
LEAD0048271,2025-06-12 13:08:23,2025-06-12 15:49:23,2025-06-12 15:49:23,,+380371626139,Ukraine,Lviv Oblast,Lviv,UA,CRS0011,QA Automation,MGR0007,IN PROGRESS,Заявка,COLD,8,organic,organic,,nan,nan,/ua/qa,MOBILE,google.com,organic,organic,27280.0,UAH,True,True,Ljubov Davydov,Orest K.,ljubov.davydov2445@outlook.com
LEAD0048272,2025-06-12 13:56:10,2025-07-12 15:49:35,2025-06-12 22:49:35,,+380241825648,Ukraine,Lviv Oblast,Lviv,RU,CRS0005,Front-End,MGR0007,LOST,Закрыто и не реализовано (неправильный номер),COLD,30,email,email,Search - Brand - Ukraine,ad_14,nan,/ua/frontend,MOBILE,nan,email,email,26680.0,UAH,True,True,Heidi Zhukov,Orest K.,heidi.zhukov3139@gmail.com
LEAD0048273,2025-06-12 16:03:32,2026-01-01 00:00:00,,2025-12-31 01:08:44,+380953991620,Ukraine,Odesa Oblast,Odessa,UA,CRS0014,AI Automation Bundle,MGR0007,WON,Успешно реализовано,WARM,21,organic,organic,,nan,nan,/ua/ai-automation,DESKTOP,google.com,organic,organic,21230.0,UAH,True,True,Єlisaveta Powell,Orest K.,єlisaveta.powell8108@ukr.net
LEAD0048274,2025-06-12 18:11:58,2025-08-12 08:19:14,2025-07-12 01:59:01,2025-12-07 00:00:00,+380939327555,Ukraine,Odesa Oblast,Odessa,UA,CRS0010,Python,MGR0006,WON,Успешно реализовано,COLD,21,referral,referral,,nan,nan,/ua/python,MOBILE,prog.academy,referral,referral,28040.0,UAH,True,True,Klavdіja Dashenko,John Z.,klavdіja.dashenko5559@yahoo.com
LEAD0048275,2025-06-12 18:38:38,2025-09-12 00:42:40,2025-07-12 05:42:40,,+380094971967,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0015,Data Analytics (Free Intro),MGR0006,IN PROGRESS,Приглашен на ивент,COLD,14,facebook,cpc,Conv_Вебінар-Грант_UA_Oct24,ad_17,kw_34,/ua/data-analytics,DESKTOP,facebook.com,meta,instagram,0.0,UAH,True,True,Robert Hansen,John Z.,robert.hansen4277@gmail.com
LEAD0048276,2025-06-12 19:01:48,2025-08-12 18:11:50,2025-06-12 21:11:50,,+380999427995,Ukraine,Lviv Oblast,Lviv,RU,CRS0004,Excel,MGR0007,LOST,Закрыто и не реализовано (неправильный номер),HOT,53,telegram,broadcast,Search - Курс Web Design - Ukraine,ad_18,nan,/ua/excel,MOBILE,t.me,telegram,telegram,8290.0,UAH,True,True,Grigorij Krekora,Orest K.,grigorij.krekora9314@ukr.net
LEAD0048277,2025-06-12 19:04:35,2025-07-12 14:23:46,2025-07-12 01:23:46,,+380057342403,Ukraine,Dnipro Oblast,Dnipro,RU,CRS0010,Python,MGR0007,LOST,Закрыто и не реализовано,WARM,34,organic,organic,,nan,nan,/ua/python,MOBILE,google.com,organic,organic,25650.0,UAH,True,True,Shawn Burnett,Orest K.,shawn.burnett5833@icloud.com
LEAD0048278,2025-06-12 19:32:53,2025-12-07 00:00:00,2025-07-12 03:46:36,,+380676523334,Ukraine,Lviv Oblast,Lviv,UA,CRS0012,QA,MGR0003,LOST,Закрыто и не реализовано (перестал брать трубку),COLD,20,organic,organic,,nan,nan,/ua/qa,MOBILE,google.com,organic,perplexity,32410.0,UAH,True,True,Oksenіja Baranova,Oksana B.,oksenіja.baranova7460@ukr.net
LEAD0048279,2025-06-12 19:58:07,2025-10-12 18:21:21,2025-08-12 04:21:21,,+44036224397,United Kingdom,Manchester Region,Manchester,EN,CRS0008,IT Start (Free),MGR0006,LOST,Закрыто и не реализовано (спам),COLD,17,email,email,(organic),ad_3,nan,/ua/start,MOBILE,nan,email,email,0.0,EUR,True,True,Homa Shubin,John Z.,homa.shubin5447@outlook.com
LEAD0048280,2025-06-12 20:01:14,2025-09-12 00:14:52,2025-06-12 23:14:52,,+380034667579,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0008,IT Start (Free),MGR0003,LOST,Закрыто и не реализовано (недозвон),COLD,30,facebook,cpc,test_1,ad_4,kw_39,/ua/start,DESKTOP,facebook.com,meta,direct,0.0,UAH,True,True,Antonin Kononov,Oksana B.,antonin.kononov4010@outlook.com
LEAD0048281,2025-06-12 20:18:24,2025-10-12 03:07:06,2025-07-12 12:07:06,,notset,Ukraine,Lviv Oblast,Lviv,UA,CRS0005,Front-End,MGR0006,IN PROGRESS,Заявка,COLD,42,chatgpt.com,referral,Search - Курс Web Design - Ukraine,ad_5,nan,/ua/frontend,DESKTOP,chatgpt.com,chatgpt.com,chatgpt.com,29540.0,UAH,True,True,Fadej Willis,John Z.,fadej.willis5703@gmail.com
LEAD0048282,2025-06-12 20:19:03,2025-12-16 00:00:00,,2025-12-14 11:48:58,+380945788196,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0005,Front-End,MGR0004,WON,Успешно реализовано,HOT,66,email,email,Search - Курс Data Analytics - EU,ad_6,nan,/ua/frontend,MOBILE,nan,email,email,29510.0,UAH,True,True,Tara Chumachenko,Vasyl F.,tara.chumachenko9195@icloud.com
LEAD0048283,2025-06-12 20:49:36,2025-06-12 22:26:33,2025-06-12 21:26:33,,+380870181256,Ukraine,Kyiv Oblast,Kyiv,UA,CRS0013,Web Design,MGR0004,IN PROGRESS,Записан на пробное занятие,WARM,46,direct,notset,,nan,nan,/ua/frontend,DESKTOP,nan,direct,direct,27510.0,UAH,True,True,Gennadіj Miller,Vasyl F.,gennadіj.miller9667@outlook.com
LEAD0048284,2025-06-12 21:46:42,2025-07-12 08:18:34,2025-07-12 07:18:34,,+380917951896,Ukraine,Odesa Oblast,Odessa,UA,CRS0013,Web Design,MGR0007,LOST,Закрыто и не реализовано (дорого),WARM,55,organic,organic,,nan,nan,/ua/frontend,MOBILE,google.com,organic,telegram,24160.0,UAH,True,True,Leon Makogon,Orest K.,leon.makogon5588@icloud.com
LEAD0048285,2025-06-12 22:04:34,2025-09-12 05:04:34,,,+380874339515,Ukraine,Dnipro Oblast,Dnipro,RU,CRS0015,Data Analytics (Free Intro),MGR0003,LOST,Закрыто и не реализовано (неправильный номер),COLD,8,telegram,broadcast,Search - Курс Web Design - Ukraine NEW,ad_9,nan,/ua/data-analytics,MOBILE,t.me,telegram,direct,0.0,UAH,True,True,Vasil' Kojder,Oksana B.,vasil'.kojder1245@outlook.com
LEAD0048286,2025-06-12 22:45:35,2025-08-12 06:52:31,2025-07-12 13:52:31,,+380773533759,Ukraine,Odesa Oblast,Odessa,RU,CRS0017,QA Engineer,MGR0006,LOST,Закрыто и не реализовано (перестал брать трубку),WARM,32,email,email,search_kursy_ua,ad_10,nan,/ua/qa,TABLET,nan,email,referral,29150.0,UAH,True,True,Larisa Kabaljuk,John Z.,larisa.kabaljuk9861@outlook.com
LEAD0048287,2025-06-12 22:50:51,2025-12-29 21:09:44,2025-07-12 07:39:26,2025-12-26 00:00:00,+380949040038,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0002,data-analytics,MGR0007,WON,Успешно реализовано,HOT,58,google,cpc,ai_auto_present,ad_11,kw_6,/ua/data-analytics,MOBILE,google.com,google,google,35510.0,UAH,True,True,Antip Majak,Orest K.,antip.majak9408@gmail.com
LEAD0048288,2025-06-12 23:05:55,2025-12-14 01:51:59,2025-12-07 00:00:00,2025-12-13 10:51:59,+380251933536,Ukraine,Dnipro Oblast,Dnipro,RU,CRS0014,AI Automation Bundle,MGR0003,WON,Успешно реализовано,HOT,80,facebook,cpc,pmax_1_1_ua,ad_12,kw_7,/ua/ai-automation,DESKTOP,facebook.com,meta,chatgpt.com,21290.0,UAH,True,True,Jeremi Fritz,Oksana B.,jeremi.fritz4294@gmail.com
LEAD0048289,2025-06-12 23:35:09,2025-12-18 10:09:42,2025-07-12 03:04:55,2025-12-17 19:09:42,+380115903842,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0014,AI Automation Bundle,MGR0007,WON,Успешно реализовано,WARM,77,organic,organic,,nan,nan,/ua/ai-automation,MOBILE,google.com,organic,organic,21660.0,UAH,True,True,Pilip Vakarchuk,Orset K.,pilip.vakarchuk9075@outlook.com
LEAD0048290,2025-07-12 00:07:10,2025-07-12 21:20:12,2025-07-12 08:20:12,,+380558984260,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0010,Python,MGR0006,LOST,Закрыто и не реализовано (передумал),HOT,0,facebook,cpc,ai_web_v1,ad_14,kw_9,/ua/python,MOBILE,facebook.com,meta,organic,29320.0,UAH,True,True,Sergej Owsiak,John Z.,sergej.owsiak6726@ukr.net
LEAD0048291,2025-07-12 00:45:37,2025-12-22 02:10:08,2025-07-12 03:33:29,2025-12-20 05:10:08,+380106290729,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0015,free-data-analytics,MGR0007,WON,Успешно реализовано,HOT,82,telegram,broadcast,,ad_15,nan,/ua/data-analytics,MOBILE,t.me,telegram,telegram,0.0,UAH,True,True,Solomon Chumak,Orest  K.,solomon.chumak5846@outlook.com
LEAD0048292,2025-07-12 01:39:57,2025-09-12 05:22:16,2025-07-12 12:22:16,,+380073535819,Ukraine,Lviv Oblast,Lviv,UA,CRS0001,AI Automation,MGR0007,LOST,Закрыто и не реализовано (нет нужного курса),HOT,67,google,cpc,pmax_ai_ua,ad_16,kw_11,/ua/ai-automation,MOBILE,google.com,google,telegram,36910.0,UAH,True,True,Igor Kolobova,Orest K.,igor.kolobova4824@yahoo.com
LEAD0048293,2025-07-12 01:52:43,2025-07-12 07:07:50,2025-07-12 05:07:50,,notset,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0015,Data Analytics (Free Intro),MGR0007,LOST,Закрыто и не реализовано,COLD,33,email,email,Search - QA - EU,ad_17,nan,/ua/data-analytics,DESKTOP,nan,email,telegram,0.0,UAH,True,True,Mart'Jan Magier,Orest K.,mart'jan.magier7986@outlook.com
LEAD0048294,2025-07-12 02:17:39,2025-08-12 13:40:05,2025-07-12 03:40:05,,+380017659021,Ukraine,Lviv Oblast,Lviv,UA,CRS0014,AI Automation Bundle,MGR0006,LOST,Закрыто и не реализовано (купил у конкурентов),WARM,33,direct,notset,,nan,nan,/ua/ai-automation,MOBILE,nan,direct,direct,21480.0,UAH,True,True,Nicholas Mamontov,John Z.,nicholas.mamontov5648@gmail.com
LEAD0048295,2025-07-12 02:23:02,2025-07-12 16:04:47,2025-07-12 09:04:47,,+380047145089,Ukraine,Lviv Oblast,Lviv,RU,CRS0008,IT Start (Free),MGR0003,LOST,Закрыто и не реализовано (недозвон),WARM,65,facebook,cpc,Search - Курс Java - Ukraine (NEW),ad_1,kw_14,/ua/start,MOBILE,facebook.com,meta,meta,0.0,UAH,True,True,Brittany Zaharova,Oksana B.,brittany.zaharova3828@gmail.com
LEAD0048296,2025-07-12 05:17:25,2025-08-12 06:07:44,2025-07-12 06:07:44,,+380987151427,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0009,Java - очно,MGR0004,LOST,Закрыто и не реализовано (купил у конкурентов),COLD,46,referral,referral,,nan,nan,/ua/java,DESKTOP,prog.academy,referral,referral,38100.0,UAH,True,True,Avrelіj Kelley,Vasyl F.,avrelіj.kelley5691@yahoo.com
LEAD0048297,2025-07-12 06:50:05,2025-09-12 13:34:33,2025-07-12 07:34:33,,+380934270428,Ukraine,Kyiv Oblast,Kyiv,RU,CRS0017,QA Engineer,MGR0003,LOST,Закрыто и не реализовано (недозвон),HOT,98,facebook,cpc,Search - Brand - Ukraine,ad_3,kw_16,/ua/qa,DESKTOP,facebook.com,meta,meta,27930.0,UAH,True,True,Craig Lazarev,Oksana B.,craig.lazarev8139@gmail.com
LEAD0048298,2025-07-12 07:02:27,2025-08-12 19:09:16,2025-07-12 09:09:16,,+380225776789,Ukraine,Odesa Oblast,Odessa,UA,CRS0014,AI Automation Bundle,MGR0004,LOST,Закрыто и не реализовано,COLD,54,facebook,cpc,search - brand - ukraine,ad_4,kw_17,/ua/ai-automation,MOBILE,facebook.com,meta,meta,21200.0,UAH,True,True,Kuz'Ma Zhdanov,Vasyl F.,kuz'ma.zhdanov5982@icloud.com
LEAD0048299,2025-07-12 07:59:46,2025-08-12 15:14:49,2025-07-12 12:14:49,,+380985217534,Ukraine,Dnipro Oblast,Dnipro,RU,CRS0003,DevOps,MGR0006,LOST,Закрыто и не реализовано (недозвон),COLD,0,organic,organic,,nan,nan,/ua/devops,MOBILE,google.com,organic,organic,50190.0,UAH,True,True,Maria Johnson,John Z.,maria.johnson9346@outlook.com
